Student ID,Age,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,HS GPA,Test Score,Family Income,First Gen,Financial Aid,Credits Attempted,Credits Completed,First Sem GPA,Attendance Rate,Extracurriculars,On-Campus,Work Hours,Mental Health,Advisor Meetings,Study Hours,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target
2144,27,Other,1,1,2,2,1,1,1,3,1,3,4,1,0,0,1,0,2.7,86,30118,No,17482,14,4,2.6,73,3,Yes,9,7,0,5,19,12.7,3.7,-1.7,1
2145,40,Other,2,12,1,3,0,9,1,22,27,8,10,0,0,0,1,0,2.6,58,147331,No,6338,18,1,2.1,94,5,No,27,7,3,9,42,10.8,1.4,1.74,1
2146,29,Other,1,8,1,8,1,1,1,3,3,3,3,1,0,1,0,0,3.5,99,148898,No,3567,11,8,0,82,3,No,28,5,2,25,18,8.9,1.4,3.51,1
2147,25,Other,1,1,1,5,1,1,1,22,27,10,7,0,0,0,1,1,3,74,108815,No,5545,12,8,0.5,89,4,Yes,7,5,1,26,19,15.5,2.8,-4.06,1
2148,38,Female,1,1,6,11,1,1,1,23,14,10,6,1,0,0,1,0,3.5,59,39709,No,18702,10,5,1.8,63,5,No,4,10,5,18,18,8.9,1.4,3.51,1
2149,34,Female,1,5,1,6,1,1,1,13,14,5,6,1,0,0,1,0,3.9,69,21942,No,4625,16,2,0.2,70,3,No,28,7,4,8,21,10.8,1.4,1.74,1
2150,37,Other,1,1,1,10,1,1,1,23,27,6,6,0,0,0,1,1,3.6,86,56425,No,19245,10,7,1.6,89,0,No,6,6,0,7,20,16.2,0.3,-0.92,1
2151,39,Male,1,1,1,16,1,1,1,1,14,4,4,1,0,0,1,0,3.5,53,26459,Yes,15365,13,12,1.9,91,1,Yes,19,6,1,30,20,11.1,0.6,2.02,1
2152,40,Male,1,15,1,6,1,14,1,3,1,3,10,1,0,0,1,0,3,71,51838,No,21511,11,3,3.3,96,4,No,23,6,2,35,21,12.4,0.5,1.79,1
2153,41,Male,1,1,4,12,1,1,1,23,27,8,8,1,0,0,1,0,3.7,87,97356,No,7962,17,0,0.6,92,0,Yes,30,4,0,12,19,15.5,2.8,-4.06,1
2154,38,Male,1,13,1,10,1,1,1,1,14,5,10,0,0,0,1,0,2.3,84,63243,No,22005,10,0,3.4,68,4,No,9,8,4,15,21,7.6,2.6,0.32,1
2155,23,Male,1,1,1,5,1,1,1,23,14,23,44,1,1,0,1,0,3.8,73,99525,No,7159,18,5,3.9,86,5,No,30,1,3,25,19,8.9,1.4,3.51,1
2156,27,Male,1,1,1,12,1,1,1,13,14,10,10,0,0,0,1,1,3.9,90,48686,No,11768,17,13,1.4,87,3,Yes,20,4,3,33,19,15.5,2.8,-4.06,1
2157,38,Other,1,8,2,2,1,1,1,1,1,5,2,1,0,0,1,0,3.7,57,116435,No,18377,18,18,0.8,98,0,Yes,11,6,1,26,18,9.4,-0.8,-3.12,1
2158,33,Male,1,15,1,6,1,14,1,22,14,10,11,1,0,0,1,0,2.5,67,22136,No,21688,15,10,0.1,65,4,No,5,7,0,33,22,16.2,0.3,-0.92,1
2159,39,Male,1,1,2,16,1,1,1,3,1,4,6,0,0,0,1,0,2.5,89,66343,No,24631,15,5,3.3,91,4,No,8,5,4,25,21,9.4,-0.8,-3.12,1
2160,44,Other,1,8,4,11,1,1,1,22,27,6,9,1,0,0,1,1,2.1,89,94238,No,24938,16,13,1.4,99,4,Yes,12,4,0,27,18,7.6,2.6,0.32,0
2161,34,Male,1,1,4,12,1,1,1,1,3,2,3,0,0,0,1,1,3.9,75,106612,No,16620,15,13,2.5,63,3,No,12,7,3,15,20,10.8,1.4,1.74,1
2162,33,Male,1,8,2,14,1,1,1,19,27,1,1,1,0,1,0,0,3.5,98,29318,No,18765,11,6,0.7,97,1,No,7,1,2,18,18,7.6,2.6,0.32,0
2163,33,Other,1,8,1,10,1,1,1,13,27,8,10,0,0,0,1,0,3.4,84,114925,No,8682,12,5,2.3,76,0,No,13,6,1,9,20,8.9,1.4,3.51,1
2164,19,Male,1,8,4,12,1,1,1,1,1,4,4,1,0,0,1,0,2.5,92,127579,No,2140,15,3,1.3,93,3,No,13,5,5,18,23,12.4,0.5,1.79,1
2165,33,Male,1,1,2,15,1,1,1,1,1,4,4,1,0,0,1,0,2.3,71,59403,No,8049,17,15,2.3,86,5,No,18,10,0,22,18,12.7,3.7,-1.7,1
2166,38,Male,1,15,1,10,1,14,1,1,1,10,4,1,0,0,1,0,3.6,74,70263,No,8251,11,1,0.6,66,4,Yes,8,7,5,19,20,12.4,0.5,1.79,1
2167,34,Other,1,8,1,12,1,1,1,23,27,6,10,1,0,0,1,1,3.4,70,86442,No,17986,12,4,3,98,5,Yes,27,3,5,39,18,10.8,1.4,1.74,0
2168,28,Other,1,1,6,9,1,1,1,23,28,10,10,1,0,0,1,0,3.4,64,41869,No,8986,13,9,3.6,87,5,Yes,23,10,0,33,20,11.1,0.6,2.02,1
2169,25,Male,1,9,2,12,1,1,1,1,3,4,3,1,0,0,1,0,3.5,67,80048,No,6058,18,18,1.8,71,2,Yes,2,5,1,9,18,16.2,0.3,-0.92,1
2170,21,Male,1,8,1,14,1,1,1,3,3,3,2,1,0,0,1,0,2.3,66,21865,No,17707,12,7,0.2,97,5,Yes,27,3,1,30,20,16.2,0.3,-0.92,1
2171,35,Female,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,2.7,54,68018,No,21791,16,4,2.7,68,5,Yes,20,10,5,22,19,12.7,3.7,-1.7,1
2172,33,Female,1,15,1,6,1,14,1,1,14,5,5,0,0,0,1,0,3.9,56,134753,No,19210,18,18,1.6,81,3,No,11,2,2,13,21,13.9,-0.3,0.79,1
2173,32,Other,2,4,1,5,1,17,1,22,1,10,8,0,0,0,1,0,2.7,60,56582,No,4693,15,5,3,70,4,Yes,7,9,1,16,33,11.1,0.6,2.02,1
2174,25,Other,1,1,1,6,1,1,1,10,2,5,3,0,0,1,0,0,2.3,74,23629,Yes,6182,15,15,1.6,94,4,Yes,1,6,0,15,24,7.6,2.6,0.32,1
2175,26,Female,1,14,1,10,1,1,1,1,28,5,4,0,0,0,1,1,3.1,64,63314,No,15395,10,4,1.4,94,5,Yes,12,7,1,33,20,13.9,-0.3,0.79,1
2176,31,Other,1,1,1,2,1,1,1,13,28,10,2,1,0,0,1,0,2.6,51,125408,No,3581,14,3,2.4,62,1,No,28,4,4,36,18,9.4,-0.8,-3.12,1
2177,33,Male,1,1,4,5,1,1,1,1,1,8,4,1,0,0,1,0,3.8,95,127218,No,16298,10,0,0.2,89,0,Yes,24,9,1,33,18,15.5,2.8,-4.06,1
2178,31,Female,1,14,1,3,0,6,1,19,24,1,1,0,0,1,1,0,3.2,85,113157,No,3817,16,2,0.9,100,0,No,16,6,4,22,29,7.6,2.6,0.32,1
2179,34,Female,1,8,1,12,1,1,1,1,1,6,6,0,1,0,1,0,3.1,67,44550,No,4045,17,5,3.4,89,5,Yes,8,8,2,24,18,16.2,0.3,-0.92,1
2180,36,Female,1,1,3,15,1,1,1,23,27,6,6,1,0,0,1,0,3.1,80,81354,No,6518,11,1,3,90,0,Yes,30,1,4,17,19,9.4,-0.8,-3.12,1
2181,19,Male,1,8,1,2,1,1,1,23,28,8,8,1,0,0,1,0,3.6,61,142500,No,15703,17,10,3.2,77,4,No,22,4,5,26,19,15.5,2.8,-4.06,1
2182,25,Male,1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,1,2.7,74,73200,No,13161,17,10,1.2,98,4,No,1,7,3,18,18,12.4,0.5,1.79,0
2183,41,Male,1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,1,4,53,98850,No,23174,16,14,3.2,85,2,Yes,3,10,4,13,19,16.2,0.3,-0.92,0
2184,44,Other,1,13,1,16,1,1,1,22,14,10,4,0,0,0,1,0,3.5,62,93557,No,2735,14,9,2,78,5,No,13,8,0,12,20,10.8,1.4,1.74,1
2185,34,Male,1,8,2,10,1,1,1,2,1,4,5,1,0,0,1,0,3,88,21311,Yes,15467,15,10,3.5,90,2,Yes,8,8,0,18,19,7.6,2.6,0.32,1
2186,41,Female,1,8,1,11,1,1,1,13,14,8,6,1,0,0,1,1,2.1,98,122785,No,2961,14,7,0.6,70,4,No,0,2,1,32,19,9.4,-0.8,-3.12,1
2187,32,Female,1,1,1,5,1,1,1,13,27,5,5,0,0,0,1,1,3.6,61,138596,No,24025,15,4,1.8,97,5,No,24,5,0,26,18,13.9,-0.3,0.79,1
2188,37,Female,1,1,6,12,1,1,1,13,28,6,8,1,0,0,1,1,3.9,72,80192,No,16439,12,7,1,61,4,Yes,15,6,5,39,18,9.4,-0.8,-3.12,1
2189,32,Male,1,8,1,11,1,1,1,3,1,3,4,0,0,0,1,1,3.3,99,147802,No,7722,11,9,1.5,84,5,No,9,5,1,17,19,9.4,-0.8,-3.12,1
2190,44,Other,1,8,4,15,1,1,1,1,1,6,6,0,0,1,1,0,2.9,61,113589,No,5746,16,10,2.5,73,0,Yes,24,1,1,31,20,12.7,3.7,-1.7,1
2191,23,Female,1,8,1,2,1,1,1,22,27,10,7,1,0,0,1,1,3.7,66,93509,No,18124,9,1,2,61,4,No,15,1,4,5,18,7.6,2.6,0.32,1
2192,37,Male,1,1,6,12,1,1,1,4,14,3,4,1,0,0,1,0,3.8,72,94913,No,12267,15,6,1.2,71,4,No,25,4,0,13,18,16.2,0.3,-0.92,1
2193,45,Female,1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,0,3,95,129765,No,7279,9,9,3.3,79,1,No,26,6,2,16,35,8.9,1.4,3.51,1
2194,36,Other,1,8,1,7,1,1,1,13,28,10,8,0,0,0,1,0,2.9,71,21045,No,805,9,1,2.3,85,3,Yes,26,7,5,37,18,16.2,0.3,-0.92,1
2195,43,Male,1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,3.7,82,78916,No,3746,10,10,2.8,75,2,No,27,5,4,18,19,13.9,-0.3,0.79,0
2196,36,Male,1,1,2,15,1,1,1,23,14,5,8,1,0,0,1,1,2.6,67,85606,No,2884,10,0,0.1,67,4,Yes,19,10,3,11,19,15.5,2.8,-4.06,1
2197,27,Other,1,8,2,9,1,1,1,1,28,6,8,1,0,0,1,0,2.7,70,67466,No,8453,13,13,3.2,66,0,Yes,4,6,0,28,20,10.8,1.4,1.74,1
2198,23,Other,1,14,1,5,1,1,1,1,1,5,8,1,0,0,1,0,3.6,70,95606,No,2151,15,14,3.9,75,2,Yes,10,4,0,31,19,13.9,-0.3,0.79,0
2199,39,Other,1,1,3,9,1,1,1,23,28,10,10,1,0,0,1,0,3.4,87,38739,No,23271,12,9,4,68,1,Yes,25,8,2,8,19,12.7,3.7,-1.7,1
2200,33,Other,1,12,2,13,1,1,1,1,1,10,11,0,0,0,1,0,3.4,92,145228,No,1684,10,2,0.6,88,4,Yes,11,6,2,40,24,11.1,0.6,2.02,1
2201,21,Male,1,12,1,3,0,1,1,22,27,10,8,1,0,1,0,0,2.2,64,49492,No,22402,9,1,1.3,96,0,Yes,22,8,1,22,29,12.4,0.5,1.79,1
2202,18,Male,1,12,1,12,1,1,1,23,3,10,2,0,0,0,1,0,3.1,86,116536,No,11763,14,3,1.8,81,5,No,30,5,4,34,24,15.5,2.8,-4.06,1
2203,31,Other,1,8,2,11,1,1,1,13,28,7,7,1,0,0,1,0,3.4,68,103593,No,6823,11,4,2,78,5,No,17,6,5,29,19,15.5,2.8,-4.06,1
2204,21,Other,2,4,1,2,1,3,1,13,14,10,10,1,0,0,1,0,3.3,96,65586,No,3295,17,5,1.8,88,0,Yes,29,2,3,15,37,7.6,2.6,0.32,1
2205,23,Male,1,3,2,5,1,1,1,1,1,5,11,1,0,0,1,0,3.6,63,139826,No,2552,9,4,1.8,70,4,No,19,4,2,10,18,16.2,0.3,-0.92,1
2206,18,Female,1,15,1,7,1,14,1,1,1,10,9,0,0,0,1,1,3.6,92,31668,No,22748,11,10,3.9,90,5,Yes,0,6,5,6,20,12.4,0.5,1.79,0
2207,42,Other,1,1,5,9,1,1,1,24,29,4,4,1,0,0,0,0,3,92,137125,No,19294,16,11,0,97,4,No,0,9,1,29,18,11.1,0.6,2.02,0
2208,44,Female,1,14,1,9,1,1,1,22,14,10,9,0,0,0,1,0,2.3,89,139387,No,15400,16,9,0.9,100,4,Yes,12,4,2,16,22,16.2,0.3,-0.92,1
2209,22,Other,1,8,2,9,1,1,1,23,28,5,8,1,0,0,1,1,2.8,63,141314,No,8701,18,0,2.7,92,2,Yes,25,5,0,30,22,10.8,1.4,1.74,1
2210,27,Male,1,1,5,15,1,1,1,1,28,10,6,1,0,1,0,0,3.9,63,137991,Yes,6952,12,6,0.9,60,2,No,27,3,0,25,18,11.1,0.6,2.02,1
2211,42,Male,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,0,3.4,98,129149,No,22008,16,16,0.8,70,2,No,23,1,3,16,18,12.7,3.7,-1.7,1
2212,32,Female,1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,0,3.3,84,56628,No,356,16,16,0.3,81,0,Yes,16,1,5,8,19,9.4,-0.8,-3.12,1
2213,27,Female,1,1,1,7,1,1,1,23,14,6,6,0,0,0,1,0,3.4,69,69550,No,17873,12,5,1.3,60,4,Yes,1,6,2,33,19,10.8,1.4,1.74,1
2214,18,Female,1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,0,4,68,126700,No,11953,17,2,3,69,0,Yes,1,8,4,28,19,16.2,0.3,-0.92,1
2215,36,Other,1,15,1,4,1,14,1,13,14,10,8,1,0,1,1,0,3.7,80,41695,No,7190,14,7,3.9,99,5,No,29,1,4,8,21,12.4,0.5,1.79,1
2216,18,Male,1,1,2,15,1,1,1,3,1,3,5,0,0,0,1,0,3.8,79,147069,No,15862,16,10,0.1,99,0,Yes,11,7,0,30,19,8.9,1.4,3.51,1
2217,24,Other,1,9,2,13,1,1,1,3,3,3,3,0,0,0,1,0,2.3,51,28429,No,24810,10,0,3.3,92,2,No,17,2,1,8,18,8.9,1.4,3.51,1
2218,23,Female,1,7,2,9,1,1,1,13,14,5,10,1,0,0,1,0,3.6,61,75457,Yes,22992,11,6,2.1,60,0,No,10,5,5,21,19,10.8,1.4,1.74,1
2219,26,Male,1,4,1,15,1,17,1,13,1,5,9,0,0,0,1,0,2.5,97,77743,No,5668,14,13,2.7,90,5,Yes,0,3,0,17,25,11.1,0.6,2.02,0
2220,18,Male,1,1,1,5,1,1,1,22,1,10,9,1,0,0,1,0,2.9,74,47604,No,2209,12,7,2.1,95,4,Yes,28,4,1,36,22,12.7,3.7,-1.7,1
2221,24,Other,1,12,1,12,1,1,1,1,1,5,10,0,0,0,1,0,2.6,65,87104,No,5814,18,2,0.1,60,1,No,15,6,5,18,24,12.7,3.7,-1.7,1
2222,26,Male,1,1,2,12,1,1,1,1,3,6,11,1,0,0,1,0,2.7,58,96052,No,11764,14,9,0.6,100,4,No,9,10,0,36,19,13.9,-0.3,0.79,1
2223,21,Other,1,14,1,7,1,1,1,3,1,3,4,0,0,0,1,0,3.7,70,135422,No,8825,11,0,3.3,84,5,Yes,7,6,2,25,18,13.9,-0.3,0.79,1
2224,26,Male,1,8,1,2,1,1,1,23,27,5,7,0,0,0,0,0,2.4,85,130895,No,10615,14,14,1.8,89,2,Yes,17,10,4,12,20,9.4,-0.8,-3.12,1
2225,40,Female,1,1,2,12,1,1,1,13,14,10,8,1,0,0,1,1,3.6,59,96929,No,14864,17,13,2.5,67,3,Yes,15,7,5,10,19,10.8,1.4,1.74,1
2226,20,Male,1,14,3,11,1,1,1,22,27,10,10,1,0,0,1,0,2.6,54,41921,No,18572,16,3,0.9,98,2,No,23,6,4,38,19,7.6,2.6,0.32,1
2227,23,Female,1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,0,2.7,59,31695,No,10299,9,6,0.9,68,0,No,8,8,3,34,19,12.4,0.5,1.79,1
2228,31,Female,1,14,1,4,1,1,1,22,27,10,7,0,0,1,1,0,3.1,92,28122,No,17202,13,7,3.1,71,3,No,22,3,0,11,23,15.5,2.8,-4.06,1
2229,32,Male,2,12,1,15,1,1,1,22,28,10,4,0,0,0,1,0,2.6,75,133474,No,11450,12,3,2.7,60,0,Yes,9,5,0,36,47,12.7,3.7,-1.7,0
2230,37,Female,1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,0,3.2,59,23191,No,20387,13,12,3.5,63,1,No,18,8,1,26,19,16.2,0.3,-0.92,1
2231,22,Female,1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,0,3,98,71290,No,3673,11,8,1.2,68,3,Yes,17,4,2,39,19,11.1,0.6,2.02,1
2232,28,Other,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,3.4,91,55233,No,19709,17,11,3.3,67,5,Yes,21,7,5,11,18,16.2,0.3,-0.92,1
2233,39,Female,1,14,1,9,1,1,1,1,3,2,2,0,0,0,1,0,2.3,60,60724,No,5129,11,1,0.8,99,1,No,15,10,1,15,28,15.5,2.8,-4.06,1
2234,19,Female,1,14,1,11,1,6,1,19,24,1,1,1,0,0,1,0,3,60,66920,No,14044,15,3,3.7,72,0,No,25,1,0,24,20,7.6,2.6,0.32,1
2235,32,Male,1,8,2,11,1,1,1,13,14,6,8,0,0,0,1,1,3.8,60,92322,No,14095,13,3,1.9,100,1,Yes,24,2,4,40,18,15.5,2.8,-4.06,1
2236,38,Female,1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,3.1,94,73179,No,10914,17,16,3.8,82,2,Yes,1,4,3,10,21,12.4,0.5,1.79,0
2237,27,Other,1,1,1,11,1,1,1,23,14,10,5,0,0,0,1,0,3.4,75,103228,No,14473,12,10,2,82,3,Yes,1,10,3,40,19,10.8,1.4,1.74,0
2238,23,Other,1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,0,3.4,53,136642,No,24720,10,1,2.4,92,3,Yes,3,2,5,38,24,16.2,0.3,-0.92,0
2239,32,Female,1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,0,3,90,126840,No,6102,12,5,2.1,82,5,Yes,24,5,0,39,24,16.2,0.3,-0.92,1
2240,38,Male,1,12,1,6,1,9,1,23,14,10,9,1,0,1,0,0,4,81,142201,No,16267,14,10,1,79,1,Yes,9,3,0,38,25,8.9,1.4,3.51,1
2241,20,Other,1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,0,2.8,74,87712,No,14491,10,0,1.9,81,2,Yes,0,8,3,15,28,13.9,-0.3,0.79,1
2242,40,Female,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,3.4,97,54503,No,3242,16,12,1.8,77,0,Yes,21,1,4,31,37,7.6,2.6,0.32,1
2243,40,Other,1,14,1,7,1,1,1,1,28,5,8,0,0,0,1,0,3.1,88,135697,No,16366,9,9,3.4,91,1,Yes,6,9,5,40,19,13.9,-0.3,0.79,0
2244,34,Male,1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,3.5,84,73514,No,2909,11,4,2.9,69,1,Yes,7,8,2,40,18,11.1,0.6,2.02,0
2245,32,Female,1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,0,4,66,86793,No,19689,9,4,3,94,1,No,0,6,0,26,48,7.6,2.6,0.32,0
2246,35,Female,1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,0,2.7,95,65248,No,1691,18,9,1.4,99,4,No,23,3,5,15,21,8.9,1.4,3.51,1
2247,33,Other,1,8,1,12,1,1,1,1,1,5,6,0,0,0,1,1,3,83,25981,No,386,16,16,0.9,85,4,Yes,5,6,5,5,19,15.5,2.8,-4.06,1
2248,40,Male,1,14,2,12,1,1,1,13,1,10,11,0,0,0,1,1,4,86,98112,No,11216,17,8,3.3,89,1,No,0,6,5,32,21,9.4,-0.8,-3.12,0
2249,21,Male,1,15,1,7,1,1,1,22,10,10,9,1,0,1,0,0,3.3,74,23357,No,10305,9,7,2.7,78,1,No,10,5,4,17,23,13.9,-0.3,0.79,1
2250,37,Female,1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,0,3.1,56,26042,No,3259,11,7,0.2,69,1,No,21,4,5,8,18,10.8,1.4,1.74,1
2251,34,Female,1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,0,3.2,78,83953,No,7737,12,8,3.6,90,5,No,10,1,1,34,22,13.9,-0.3,0.79,0
2252,22,Other,1,7,1,2,1,1,1,13,27,10,8,1,0,0,1,0,3.2,95,49232,No,20426,16,5,1.6,67,4,No,25,10,0,24,25,12.4,0.5,1.79,1
2253,32,Male,1,4,1,6,1,15,1,5,3,3,3,0,0,1,1,0,2.8,80,78755,No,7436,14,5,1.2,64,3,Yes,5,2,2,19,27,11.1,0.6,2.02,1
2254,38,Male,1,12,1,7,1,9,1,19,24,1,1,0,0,0,0,0,2.9,92,116034,No,20190,10,3,3.1,68,2,Yes,9,7,5,11,49,10.8,1.4,1.74,1
2255,28,Other,1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,0,3.9,70,40955,No,8397,16,7,1.5,99,5,No,25,7,3,19,31,12.7,3.7,-1.7,1
2256,33,Other,1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,0,3.3,89,101190,No,15950,15,12,2.8,60,2,Yes,25,10,3,27,54,16.2,0.3,-0.92,1
2257,35,Male,1,4,1,1,1,15,1,23,27,6,7,1,0,1,0,0,3.3,82,34341,No,19698,10,1,1.5,91,0,Yes,5,9,3,8,25,11.1,0.6,2.02,1
2258,38,Male,1,15,1,4,1,14,1,5,3,3,3,0,0,0,1,0,3,68,71410,No,7253,17,16,3.4,88,0,Yes,29,10,2,19,20,15.5,2.8,-4.06,0
2259,41,Other,1,4,1,5,1,3,1,4,4,3,3,0,0,0,1,0,2.6,75,69241,No,603,18,15,2.5,96,2,No,2,4,1,34,28,12.7,3.7,-1.7,1
2260,18,Other,2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,0,3.1,91,20416,No,17448,13,0,1.9,80,0,Yes,28,4,3,30,41,12.7,3.7,-1.7,1
2261,34,Male,1,1,2,14,1,1,1,1,14,5,5,0,0,0,1,1,2.9,93,30412,No,10078,13,7,2.8,94,3,No,19,2,0,18,19,11.1,0.6,2.02,1
2262,40,Male,1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,0,3,80,143341,No,23378,17,16,3.7,86,2,Yes,30,8,5,23,22,15.5,2.8,-4.06,0
2263,42,Female,1,1,1,11,1,1,1,2,1,3,4,0,0,0,1,0,3.7,51,96265,No,16949,11,0,3.7,98,1,Yes,13,8,4,9,34,15.5,2.8,-4.06,1
2264,35,Female,1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,0,3,77,98876,No,7274,9,6,3.4,94,1,Yes,5,7,2,15,28,11.1,0.6,2.02,1
2265,29,Male,1,1,1,16,1,1,1,22,27,10,5,1,0,0,1,0,3.9,62,102241,No,13308,12,10,1.5,97,0,No,5,1,3,34,42,7.6,2.6,0.32,1
2266,36,Other,1,9,1,6,1,1,1,1,14,4,6,0,0,0,0,0,3.5,77,37140,No,4657,12,0,1.7,94,4,Yes,9,4,1,9,21,11.1,0.6,2.02,1
2267,38,Female,1,4,1,4,1,3,1,24,29,10,5,0,0,0,1,0,2.4,67,100261,Yes,6679,16,1,3.4,71,4,Yes,10,7,2,25,50,15.5,2.8,-4.06,1
2268,44,Female,1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,0,3.1,70,46313,No,9156,17,7,3.4,67,0,Yes,4,7,2,9,19,12.4,0.5,1.79,1
2269,42,Female,1,14,1,12,1,1,1,3,4,3,5,0,0,0,1,0,2.9,99,93437,No,16649,13,4,2.8,89,5,Yes,8,4,0,19,18,16.2,0.3,-0.92,1
2270,37,Male,2,12,1,17,0,1,1,22,27,2,2,0,0,0,1,0,2.7,58,144590,No,15261,13,7,1.1,85,0,No,17,2,4,30,59,16.2,0.3,-0.92,1
2271,20,Other,2,4,1,17,0,3,1,19,24,13,13,1,0,0,0,0,2,96,90788,No,14666,17,4,1.7,80,0,No,6,3,2,39,33,7.6,2.6,0.32,1
2272,35,Male,1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,3.8,51,124713,No,23810,18,10,2.9,79,4,No,14,7,4,20,23,9.4,-0.8,-3.12,1
2273,21,Male,2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,0,2.7,58,63353,No,11289,11,4,3.7,60,0,Yes,12,2,1,26,44,13.9,-0.3,0.79,1
2274,39,Other,2,1,4,3,0,1,1,19,24,1,1,1,0,0,1,0,2.4,93,30069,No,23454,18,0,3.6,100,0,Yes,17,1,1,9,37,9.4,-0.8,-3.12,1
2275,35,Other,2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,0,2.8,90,127697,No,24871,11,8,0.2,87,2,Yes,5,9,1,36,36,10.8,1.4,1.74,1
2276,43,Female,1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,0,3.8,53,25294,No,15425,16,7,3.1,89,0,Yes,7,1,3,9,22,7.6,2.6,0.32,1
2277,24,Other,2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,0,2.8,98,106726,No,19984,15,9,2.3,61,4,No,30,3,0,14,49,12.4,0.5,1.79,1
2278,28,Male,1,16,1,15,1,1,1,1,32,6,4,1,0,0,1,0,3.4,53,43576,No,5560,17,4,2.9,84,5,No,15,3,4,6,23,11.1,0.6,2.02,1
2279,26,Other,1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,0,2.9,75,61217,No,11510,17,14,3.4,91,4,No,9,4,2,19,19,7.6,2.6,0.32,1
2280,41,Female,2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,0,2.8,78,47508,No,16442,16,7,0.2,65,4,No,16,5,4,38,47,16.2,0.3,-0.92,1
2281,23,Other,1,14,1,4,1,1,1,1,2,5,3,0,0,0,1,0,3.1,64,76858,No,10074,9,3,1.6,66,2,No,18,10,4,7,28,15.5,2.8,-4.06,1
2282,38,Female,1,15,1,4,1,14,1,1,28,10,7,0,0,0,1,0,3.2,61,94507,No,5462,16,10,1.5,85,0,Yes,4,2,2,12,21,15.5,2.8,-4.06,1
2283,33,Male,1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,0,2.9,57,90990,No,24060,13,0,3.6,96,3,Yes,12,2,2,6,21,8.9,1.4,3.51,1
2284,40,Male,1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,0,2.1,56,89054,No,23698,17,9,2.4,86,0,Yes,18,2,4,6,21,13.9,-0.3,0.79,1
2285,30,Male,1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,0,3.5,89,100564,No,13688,11,11,1.3,97,5,Yes,1,2,3,26,20,13.9,-0.3,0.79,1
2286,23,Female,2,13,1,9,1,1,1,22,27,10,10,0,0,0,0,0,2.1,55,54000,Yes,18653,10,5,2.4,61,5,No,22,5,2,34,49,10.8,1.4,1.74,1
2287,44,Other,1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,0,2.8,95,132280,No,11391,12,11,0.2,75,3,No,5,2,1,38,40,15.5,2.8,-4.06,1
2288,42,Male,1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,3.7,69,146304,No,18404,11,9,2.9,95,0,Yes,25,5,0,38,22,11.1,0.6,2.02,0
2289,32,Female,1,13,1,7,1,1,1,1,27,6,6,0,0,0,1,0,3.8,78,89292,No,4545,15,0,0.3,80,4,Yes,25,9,5,12,19,15.5,2.8,-4.06,1
2290,28,Female,1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,0,2.3,55,49758,No,21767,17,9,3.4,61,0,Yes,19,7,1,20,31,13.9,-0.3,0.79,1
